gene_id	symbol	newCLP.LPS1h.1	newCLP.LPS1h.2	newCLP.LPS1h.3	C57.1	C57.2	C57.3	CLP.1	CLP.2	CLP.3	C57LPS1h.1	C57LPS1h.2	C57LPS1h.3	CLP.2DG.LPS1h.1	CLP.2DG.LPS1h.2	CLP.2DG.LPS1h.3	CLP.2DG.1	CLP.2DG.2	CLP.2DG.3
ENSMUSG00000000340.10	Dbt	0.32291755	0.520933586	0.493711829	0.398961647	0.248522736	0.57725959	0.219485308	0.04785047	0.218988423	0.834195404	0.255371595	0.226843384	0.53242944	0.948321779	0.217501511	0.756485939	0.701320553	0.275620536
ENSMUSG00000000346.9	Dazap2	247.9471108	230.6252564	213.9309318	185.4326124	228.4361548	165.3767828	189.6931526	225.2514695	205.3316714	248.5866807	273.4862931	209.0192219	243.8274898	221.1244799	244.8926833	261.0908315	244.1755215	277.232865
ENSMUSG00000000355.13	Mcts1	8.811138785	11.06012302	10.94248945	14.73745532	12.48875629	11.42009336	15.5077445	13.01461218	12.7145132	8.208029963	8.936816611	8.615005886	8.672155724	8.775724916	8.877172957	8.768985087	9.89887021	9.288835972
ENSMUSG00000000374.8	Trappc10	12.12554095	10.88444199	12.19230395	13.92569585	12.5340436	8.970537172	12.84953705	12.17589012	10.08958038	16.52266618	13.35912655	14.87356146	15.04753787	19.2244045	19.93262395	16.37521159	18.35280435	17.94841206
ENSMUSG00000000378.15	Ccm2	20.948908	18.89901864	19.09633817	33.29883294	47.73076414	51.55484493	26.71591862	22.70203309	37.80349829	40.01523546	36.94693972	32.56229248	27.43314282	26.23178104	17.41966723	29.1261377	29.30961892	22.3906935
ENSMUSG00000000384.15	Tbrg4	5.160764641	4.187976223	5.598216915	8.621153447	14.33582422	11.9923346	9.502551736	9.996456535	14.24872765	6.640082471	3.835155948	4.167652305	6.141918622	8.192510772	4.095679283	6.814157968	9.206776478	5.817874186
ENSMUSG00000000385.8	Tmprss2	0.058166097	0.492628958	1.419467447	0.013255487	0	0	0.064509619	0	0.012244778	0	0.009243871	0.024002012	0	0	0	0	0	0
ENSMUSG00000000392.17	Fap	0.078423648	0.08855963	0.195769507	0.280357058	0	0.112706489	0.09983382	0	0.075799113	0	0	0.251072967	0.08031406	0.143010735	0.05066491	0.100333026	0.181829211	0.018950851
ENSMUSG00000000399.10	Ndufa9	5.733866914	6.360807365	7.571245141	8.679453028	11.58776941	11.2988872	8.555563512	9.579033309	11.30302717	5.119268481	5.964905726	7.739401585	6.501825654	11.54173545	6.018140988	7.075157681	12.22453104	8.61053405
ENSMUSG00000000409.14	Lck	0.065912791	0.052102251	0.15934261	0.475861568	0.028407447	0.099598168	0.032164509	0	0	0.304317741	0.353356351	1.449386063	0.242195835	0.742054334	0.150676114	0.501042828	0.764646979	0.065940419
ENSMUSG00000000411.7	Tssk3	0.226240505	0.153288778	0.075962647	0.07561841	0	0.37035151	0	0.078224304	0.265440007	0.278545832	0.123044587	0.1217102	0.170526827	0.14982609	0	0.166431325	0.098774931	0.067062322
ENSMUSG00000000420.15	Galnt1	5.908242696	6.241292179	7.610854401	9.582698137	8.879867301	6.105093419	9.395379628	7.94993646	7.225488562	5.710102645	5.087783619	5.133925453	4.874490351	7.39372494	6.149357325	5.515477363	7.356895317	5.649809265
ENSMUSG00000000439.9	Mkrn2	26.87661834	27.94458428	24.82648	23.52014299	11.30073218	23.95887348	12.65007605	15.10268433	18.54344604	34.96391942	39.25944118	35.00249831	41.34125323	27.33462878	28.28168297	42.49153166	26.40540847	27.46443825
ENSMUSG00000000440.12	Pparg	0.732223473	4.252426909	4.096066459	1.651979298	0.969274017	2.000471204	0.178657347	0.284818056	0.448116589	0.140860744	0	0.270375521	0.32030324	0.238125222	0.276485312	0.240469688	0.146793376	0.138076166
ENSMUSG00000000441.17	Raf1	102.988071	98.05226579	93.68381735	74.22053549	57.13640881	70.25378978	45.66115277	54.22808179	51.16237503	116.9594983	136.2366921	116.8104977	131.4588694	92.03011329	94.87151607	134.3376493	94.56468413	93.17596919
ENSMUSG00000000486.13	1-Sep	26.83115763	27.33221445	24.28869219	34.69502924	71.35850313	68.1861682	30.9804805	41.64533988	56.00912073	25.52132645	21.66897812	19.98108822	17.83403256	25.28034346	18.28893371	16.82531216	27.24617169	25.5841667
ENSMUSG00000000489.7	Pdgfb	0.2087872	1.776150668	2.000258432	0.227963791	0.295948113	0.293580921	0.131318701	0.062564404	0.180498802	0.404627448	0.237919151	0.486723799	0.284143075	0.286777594	0.111366704	0.216166511	0.217035588	0.092833207
ENSMUSG00000000530.16	Acvrl1	118.2296982	106.0355002	105.4758367	50.3134582	82.40164572	62.85041127	117.3680199	128.3270352	152.2110665	40.01016809	37.05441053	43.16160455	128.7724772	138.1986329	120.2715717	132.941796	151.4514971	135.6882264
ENSMUSG00000000531.5	Grasp	0.075969922	0.55762699	0.459138716	0.057132257	0.229193461	0	0.176093173	0.137902561	0.131940045	0.136403272	0.464821656	0.498095851	0.322096909	0.74417637	0.293062449	0.326004192	0.639666757	0.496122639
ENSMUSG00000000532.11	Acvr1b	14.76561538	10.86599308	14.90394705	9.372438079	10.53533441	7.197331564	34.02472453	30.96733414	19.73202502	7.738364982	6.177454151	6.977537228	17.91779693	18.10121633	17.85100308	17.92144165	17.96767285	19.89586396
ENSMUSG00000000538.18	Tom1l2	0.801840681	0.995028325	0.896435513	0.733336365	0.719645165	0.902896775	1.143761729	0.996244173	0.944716218	1.548183135	1.3272802	1.24876554	0.77830592	1.018747509	0.71003626	0.753536626	1.065483768	0.810502187
ENSMUSG00000000552.10	Zfp385a	6.49413698	4.993008613	6.355853596	2.863336947	4.13545785	4.951462056	6.720177604	5.494052124	5.496221839	5.906869874	7.926293943	6.085993941	6.921422868	5.879987283	14.29278573	6.061085493	5.256924688	12.98689201
ENSMUSG00000000555.8	Itga5	23.11771613	24.45715075	24.01534533	1.675653687	1.501172038	1.785199499	1.730268032	1.485770202	1.406511732	49.83044845	57.18624643	57.12607517	43.34808308	22.79022313	113.1775685	27.81120416	12.22176364	54.93536622
ENSMUSG00000000561.14	Wdr77	9.810453773	6.039090202	8.861566118	17.82276407	12.91823748	14.96353568	12.60282945	7.18532489	12.5039244	10.18003856	9.063041531	9.288290914	8.48794552	5.317246051	6.787243079	9.00652119	6.413564366	7.748808211
ENSMUSG00000000562.5	Adora3	0.807646446	0.461862316	0.704014237	0.856562521	1.258456753	0.738304142	5.836008264	1.573464363	3.236936191	0.403696829	0.386155329	0.548332358	0.51217497	0.485714924	0.645012161	0.806146308	0.44076558	0.817192792
ENSMUSG00000000563.17	Atp5f1	41.40530077	35.18443184	41.28992717	49.94491903	52.16908387	51.46903979	53.2394652	47.77807109	57.85057267	31.13742061	32.32704801	31.67963814	34.78387249	36.68401274	32.81756054	34.28579904	39.14175339	43.1289965
ENSMUSG00000000568.15	Hnrnpd	11.72685076	11.22959687	12.44688364	13.9988453	16.95788298	11.90306544	14.11482325	14.99047422	14.71384837	13.02018485	12.83767259	13.08657729	14.77373567	18.31542795	13.07067553	15.23083251	16.81649049	14.45058992
ENSMUSG00000000579.14	Dynlt1c	8.924549975	7.330516191	8.968942145	19.61457869	17.16097853	21.05182944	12.90053832	12.18915671	13.43656184	9.203738389	10.03754168	7.001639468	7.628332727	6.657174305	6.13445666	7.946480109	8.301592275	8.096483698
ENSMUSG00000000581.8	C1d	3.967486382	4.114645113	5.145152604	4.685729321	5.881654151	3.637410187	7.211357052	6.085322191	6.951482295	4.63088741	4.409805348	3.792361878	3.842793948	4.997786654	4.606627069	4.301524184	4.774257051	5.113858783
ENSMUSG00000000594.7	Gm2a	13.25260265	21.0456664	18.3108449	32.82047875	29.35072418	37.30478117	26.00529646	17.86615055	20.5947296	13.71228721	15.2159758	9.38528085	12.34525529	12.16970412	17.99755175	13.96583892	15.44019465	26.4154376
ENSMUSG00000000600.15	Krit1	2.768706993	2.353394295	2.864507526	2.227007678	1.345572351	1.896440018	2.148638086	2.449455574	1.985191832	4.011755655	3.917581469	3.409422783	2.680194064	2.756573955	3.066673317	2.678647603	2.284470933	2.984339317
ENSMUSG00000000605.9	Clcn4	2.289685825	2.801723591	3.091019777	4.293820555	3.083694451	3.361618942	3.445388715	2.898139772	1.411813365	3.280109525	2.539894455	2.607082163	1.701224681	3.145969318	1.919722641	2.075803519	2.369611001	2.312418359
ENSMUSG00000000627.15	Sema4f	3.317395739	3.952216767	2.536491874	10.72209017	15.6061266	11.83573846	4.662407963	3.781738459	8.268439053	2.928095321	1.786356192	1.465123921	0.890564804	2.263786936	1.147125173	1.167850812	2.188572919	1.472582107
ENSMUSG00000000628.10	Hk2	12.04473265	13.02804805	12.8231159	26.99266859	16.2702893	16.00591289	18.63363146	6.971490476	14.48497161	12.75936011	12.88382808	11.86883452	22.02916729	24.50363991	21.486111	23.75350902	23.91685201	24.67408101
ENSMUSG00000000631.20	Myo18a	3.356284069	3.52226563	3.580802553	8.712870423	8.302382004	6.995431799	6.414987446	7.000219182	6.331330839	3.496639584	3.073927992	2.653232272	1.773924184	2.063494104	1.854814794	1.784455424	1.992339601	1.902852098
ENSMUSG00000000673.9	Haao	3.534526581	3.087825209	3.527029611	5.264501689	9.097314641	9.42600066	4.218411467	6.464091529	7.193403597	6.000282796	5.248780831	4.247506576	2.661787403	2.562858682	2.498452037	3.135130191	3.480379164	2.8148697
ENSMUSG00000000682.7	Cd52	625.399149	578.0865181	583.2620684	514.0308899	556.9925892	715.7597936	657.5164804	494.8826666	641.1254771	442.2274257	477.5901071	446.0889031	554.0833712	384.9370665	565.958755	500.2455464	420.8817751	658.5147158
ENSMUSG00000000686.11	Abhd15	1.246770297	1.170864747	0.832961088	9.433589745	9.940784966	6.98068713	3.346234458	2.791022554	2.244858799	4.70555332	3.387910634	2.508794108	3.086526207	2.745193537	0.756150828	4.266101291	3.987261974	2.651558044
ENSMUSG00000000693.10	Loxl3	0.150990839	0.071044114	0.240809678	0.248129582	0.36875742	0.281234188	0.216950768	0.100061852	0.097122932	0.223767236	0.097760511	0.143841731	0.110646707	0.069439277	0.023969712	0.200551615	0.039238978	0.046621645
ENSMUSG00000000708.14	Kat2b	5.2717245	5.563371621	5.086360221	16.78091687	9.672821467	9.530298462	11.82317135	12.01854475	9.225886668	9.303556715	7.012916629	7.398139632	3.539240442	4.872913743	2.684071921	4.099857483	3.737031752	2.861619699
ENSMUSG00000000711.3	Rab5b	49.34689024	45.92184568	50.40057456	62.7981645	56.02748615	34.98975111	58.79089186	44.90823601	40.50222295	67.5093313	61.46814987	53.75760782	32.00594921	35.58196266	35.82854372	33.41215933	32.4904259	36.63157629
ENSMUSG00000000730.13	Dnmt3l	0.788257858	1.926199008	1.347192973	0.388721144	0.924504577	0.909193697	0.857599684	0.76402212	1.538067088	0.589988495	1.18973691	1.407732435	1.101842239	0.884292614	1.927496963	0.649584706	0.791861751	1.249675402
ENSMUSG00000000732.9	Icosl	97.51964731	98.89286503	79.99557328	13.07733653	13.62263498	11.55526309	9.89815153	7.268968069	12.4285676	145.1407341	156.3233915	142.6717524	67.51385931	59.50726192	177.9315922	36.30972746	22.29173651	69.63797988
ENSMUSG00000000738.18	Spg7	3.965434867	3.879606188	4.351560097	6.465625114	7.285538062	7.134881674	4.708407173	5.97925943	8.303898004	5.418840572	4.272828903	4.65936171	4.32796433	5.716251113	3.873118182	3.269195519	5.628790591	4.232140174
ENSMUSG00000000740.12	Rpl13	30.48762986	39.05710104	38.97530732	38.64202742	56.86825381	67.42230845	42.33815968	54.44290995	54.60467839	32.45562848	36.71029994	48.01244609	61.22756419	92.20588177	40.96974131	55.23966501	107.333141	53.56302563
ENSMUSG00000000743.9	Chmp1a	27.88492582	27.23134949	28.52778147	23.66541927	44.30840763	27.80596627	30.46847825	37.09476833	44.21927879	29.68734067	29.69229621	26.53222846	26.65054961	26.12778147	27.67756283	26.26006894	27.74392187	28.83187955
ENSMUSG00000000751.13	Rpa1	1.111003926	1.633712354	1.499097923	3.078311868	1.667688249	1.137500182	1.445744525	0.994449957	0.44240836	2.013439937	1.907906432	2.67771168	2.866367033	5.283218544	1.570528367	3.051075204	5.734541696	1.896692713
ENSMUSG00000000753.15	Serpinf1	0	0.194074812	0.40393194	0.229772261	0.17635738	0.069560919	0	0	0.159189384	0.142743095	0.104915387	0.26416118	0	0	0	0.270918308	0.137817138	0.054582305
ENSMUSG00000000759.14	Tubgcp3	2.647570175	2.371451657	3.191140454	3.081785584	2.74632242	1.9130705	3.138129147	2.456433052	2.709056006	3.828379696	3.043535835	3.718354572	3.645123712	4.886951204	3.626243683	3.945038824	5.164702262	3.962375116
ENSMUSG00000000776.13	Polr3d	0.175876758	0.710406295	0.633678594	0.332360664	0	0.083050093	0.085825369	0.133315703	0.087719635	0.32619554	0.291690441	0.354810394	0.599094483	0.828750714	0.317003222	0.605440436	0.556913014	0.248135292
ENSMUSG00000000782.16	Tcf7	0.070342637	0.086655464	0.077296208	0.294959389	0.02204847	0.030196571	0.056170164	0	0	0.551125242	0.842150618	2.167320423	0.283175829	0.76933996	0.029236856	0.642914575	0.807661384	0.20614056
ENSMUSG00000000787.12	Ddx3x	110.3510605	128.9431901	110.9408768	119.0919598	75.73789573	62.73814283	108.7028464	83.44874493	75.32785148	128.2302012	135.2874215	113.7899267	133.0658608	135.6732296	133.3190626	162.744626	137.7885015	156.0187071
ENSMUSG00000000791.9	Il12rb1	0	0.069041149	0	0.122610508	0.466193538	0.155455332	0.224910233	0.058539601	0.409484475	0.072378941	0.076734261	0.185011364	0.212691195	0.186872005	0.05913074	0.074960543	0.343194331	0.125466172
ENSMUSG00000000794.9	Kcnn3	0.181032813	0.033376436	0.301437461	0	0	0	0.759015326	0.335321867	0.066731288	0.009476463	0.01076432	0.040993197	0.271511473	0.059128254	0.016891411	0.319347703	0.020738725	0.022587252
ENSMUSG00000000804.14	Usp32	39.85603555	35.10029139	33.44888569	46.16755993	22.74064579	21.92433456	42.96116257	29.54010474	23.20970167	37.07754526	35.78839693	26.29954573	23.86428208	24.42442721	27.13779331	26.61360175	21.68344909	27.42290126
ENSMUSG00000000805.18	Car4	2.062171842	10.71202146	15.42064923	0.08861893	0	0	0.297101249	0.173159803	0	0.090676161	0	0.217914499	0	0	0.639771855	0.072238758	0	0.567607854
ENSMUSG00000000811.13	Txnrd3	0.449290029	0.799475085	0.514274622	0.25255909	0.269918826	0.23144458	0.166096346	0.204773355	0.113498214	0.663516166	0.634684952	0.556193298	0.660621089	0.706279389	0.116712889	0.450702602	0.853409033	0.143772538
ENSMUSG00000000817.10	Fasl	0	0.07878549	0	0	0	0	0	0	0	0	0.092925479	0.321712041	0.075124536	0.07700578	0	0.048880192	0.074596599	0
ENSMUSG00000000823.16	Zfp512b	0.90150695	1.030828889	1.090828077	1.114311113	1.175383352	0.72020463	1.408305799	1.146830328	1.19740338	0.68061713	0.799544602	0.903622278	0.389966391	0.697770584	0.427721034	0.479661108	0.912367894	0.466383492
ENSMUSG00000000826.16	Dnajc5	23.51243951	23.07721553	22.17615483	35.63733726	29.19190017	30.41316485	31.32379202	29.92724848	25.0526726	28.55636723	26.58982622	23.69716675	27.91345695	29.50350739	23.35502636	31.86442979	32.05542903	27.95687684
ENSMUSG00000000827.18	Tpd52l2	6.986844454	9.080132774	7.389021793	5.439911311	6.954382484	6.543566679	5.347760925	5.141010553	6.683419206	6.595941458	5.572959384	5.378506152	7.528463911	8.383150325	7.968218387	8.162476956	8.650184681	8.705448619
ENSMUSG00000000838.17	Fmr1	8.987580255	7.985134489	8.233178399	7.759734195	4.324528437	3.491582448	6.758395498	5.80929314	4.05472489	8.147536364	8.135583697	8.883242798	9.934655334	10.98464718	8.188188926	10.69199681	8.990561494	8.946828835
ENSMUSG00000000861.15	Bcl11a	0.190494219	0.143961529	0.152029077	0.477529542	0.162937353	0.311374208	0.177336184	0.25079276	0.15744545	0.451029305	0.584049859	0.662177392	0.162911904	0.470649141	0.13064048	0.247931093	0.4222394	0.166141495
ENSMUSG00000000876.11	Pxmp4	4.748967885	5.229736588	5.670316453	7.248488413	9.918384366	8.841156537	7.98091131	7.78123329	8.608069673	4.846971797	3.316412311	3.502001903	3.265236441	3.421419308	3.11085451	3.268529276	4.355920977	3.852314771
ENSMUSG00000000881.12	Dlg3	0.105713108	0.70133492	1.164656604	0.115937877	0	0.024959192	0	0.013706654	0	0.057619946	0.069300559	0.083306092	0.012450054	0.10209459	0	0.028352435	0.074175366	0
ENSMUSG00000000901.17	Mmp11	0.062545971	0.517952001	0.770017332	0	0	0.006563243	0.088173364	0	0	0.185385275	0.153884827	0.133188988	0	0	0.071489796	0	0	0
ENSMUSG00000000902.13	Smarcb1	1.380380904	1.929930839	1.780342216	1.843067628	2.379695767	2.926887011	2.079031948	3.027803383	3.091626465	1.688525557	1.46970785	2.232223392	1.399194479	2.431813682	1.346808853	1.644678228	2.307251418	1.761717902
ENSMUSG00000000903.3	Vpreb3	0	0	0	3.538131706	0.213098843	0.551862552	0	0	0	5.096044826	4.950431799	5.554179095	0.105876183	0	0.128443056	0	0.042052856	0
ENSMUSG00000000915.15	Hip1r	39.75397813	36.16451173	35.96891653	25.3031986	36.53856874	35.12186598	20.73664988	30.5666909	30.05212148	73.11297857	77.75164127	72.11242642	50.82898158	40.34725039	67.7836447	45.67336711	35.55231132	55.02878069
ENSMUSG00000000916.15	Nsun5	0.147577776	0.27775281	0.310818671	0.547073009	0.601345576	0.397005521	0.257511282	0.194826898	0.240252931	0.279886477	0.213686089	0.324786079	0.316009872	0.651548559	0.143123112	0.53185374	0.820035561	0.208783324
ENSMUSG00000000934.9	Top1mt	0	0.24543545	0.437854202	0.26531217	0	0.080320219	0	0	0	0.213298816	0	0.409870865	0.169163503	0.239891232	0	0.139032205	0.31826787	0
ENSMUSG00000000938.11	Hoxa10	0.023615726	0.446688602	0.428178445	0	0	0	0.040334491	0	0	0.024229607	0.027522424	0	0	0	0	0	0.055234562	0
ENSMUSG00000000957.11	Mmp14	0.346598428	1.042500859	1.556367581	0.240354893	0.161943419	0.064242699	0.186522853	0.057119492	0.075009539	0.388842504	0.539838954	0.509712516	0.280777952	0.768682698	0.733082275	0.178718202	0.590944936	0.648119087
ENSMUSG00000000958.10	Slc7a7	3.395268258	4.143189887	4.405512735	4.59577445	3.845269716	4.603547899	4.734648756	3.455366911	5.502238203	2.868083786	2.266926167	2.960696994	2.710596363	3.310385736	4.71284887	2.613365085	3.459782966	4.712771819
